Flux,Time,Variance
0.620177,2.22725143674,1.0
0.95347,2.24768493616,1.0
0.512897,2.26811843558,1.0
-0.871201,2.288551935,1.0
-0.407123,2.30898543441,1.0
0.162126,2.32941893383,1.0
-1.29038,2.34985243325,1.0
-1.10234,2.37028593267,1.0
0.150072,2.39071943209,1.0
-0.639765,2.41115293151,1.0
0.0385727,2.43158643093,1.0
0.78833,2.45201993035,1.0
0.139826,2.47245342977,1.0
0.825095,2.49288692919,1.0
-0.174481,2.51332042861,1.0
1.10414,2.53375392803,1.0
0.461065,2.55418742745,1.0
-0.376988,2.57462092687,1.0
-0.609027,2.59505442629,1.0
-2.27187,2.61548792571,1.0
-1.75024,2.63592142513,1.0
-3.71956,2.65635492455,1.0
-3.16206,2.67678842397,1.0
-0.61867,2.69722192339,1.0
-3.12771,2.71765542281,1.0
-2.38699,2.73808892223,1.0
-3.60263,2.75852242165,1.0
-2.68502,2.77895592107,1.0
-3.51373,2.79938942049,1.0
-3.87746,2.8198229199,1.0
-2.04767,2.84025641932,1.0
-3.72408,2.86068991874,1.0
0.0,2.88112341816,inf
-1.64446,2.90155691758,1.0
-3.17532,2.921990417,1.0
-2.60004,2.94242391642,1.0
-1.8762,2.96285741584,1.0
-2.03923,2.98329091526,1.0
-1.10264,3.00372441468,1.0
-0.792248,3.0241579141,1.0
-0.722335,3.04459141352,1.0
0.684063,3.06502491294,1.0
-0.814548,3.08545841236,1.0
-0.626807,3.10589191178,1.0
1.03845,3.1263254112,1.0
-0.292309,3.14675891062,1.0
0.669599,3.16719241004,1.0
0.776879,3.18762590946,1.0
-0.230231,3.20805940888,1.0
-0.995056,3.2284929083,1.0
-0.0641874,3.24892640772,1.0
0.453832,3.26935990714,1.0
-0.249517,3.28979340656,1.0
-0.720225,3.31022690598,1.0
0.398384,3.33066040539,1.0
-0.675927,3.35109390481,1.0
0.386933,3.37152740423,1.0
0.247107,3.39196090365,1.0
-0.0575577,3.41239440307,1.0
0.0174783,3.43282790249,1.0
-1.18822,3.45326140191,1.0
-0.450216,3.47369490133,1.0
1.21082,3.49412840075,1.0
3.27989,3.51456190017,1.0
0.218177,3.53499539959,1.0
0.0608726,3.55542889901,1.0
-0.804904,3.57586239843,1.0
0.203712,3.59629589785,1.0
-0.152181,3.61672939727,1.0
0.360414,3.63716289669,1.0
-1.01314,3.65759639611,1.0
0.635245,3.67802989553,1.0
0.895008,3.69846339495,1.0
-0.222095,3.71889689437,1.0
0.0150675,3.73933039379,1.0
0.690693,3.75976389321,1.0
0.673817,3.78019739263,1.0
0.4243,3.80063089205,1.0
-1.19244,3.82106439147,1.0
1.55074,3.84149789088,1.0
1.33257,3.8619313903,1.0
0.249517,3.88236488972,1.0
1.206,3.90279838914,1.0
-0.389946,3.92323188856,1.0
-0.115718,3.94366538798,1.0
1.02881,3.9640988874,1.0
-1.61252,3.98453238682,1.0
0.7817,4.00496588624,1.0
1.0499,4.02539938566,1.0
0.0626807,4.04583288508,1.0
0.177796,4.0662663845,1.0
1.35969,4.08669988392,1.0
0.818465,4.10713338334,1.0
-0.201904,4.12756688276,1.0
0.00421889,4.14800038218,1.0
0.244696,4.1684338816,1.0
0.490597,4.18886738102,1.0
0.103664,4.20930088044,1.0
-0.975167,4.22973437986,1.0
0.905254,4.25016787928,1.0
-0.289898,4.2706013787,1.0
0.289898,4.29103487812,1.0
1.30364,4.31146837754,1.0
0.233244,4.33190187696,1.0
1.2066,4.35233537637,1.0
-0.295925,4.37276887579,1.0
0.449613,4.39320237521,1.0
0.822684,4.41363587463,1.0
-0.574673,4.43406937405,1.0
-0.382412,4.45450287347,1.0
0.870297,4.47493637289,1.0
1.84366,4.49536987231,1.0
1.08546,4.51580337173,1.0
0.0126567,4.53623687115,1.0
0.898624,4.55667037057,1.0
-1.19485,4.57710386999,1.0
0.335101,4.59753736941,1.0
1.08426,4.61797086883,1.0
0.694912,4.63840436825,1.0
-1.23975,4.65883786767,1.0
-1.40067,4.67927136709,1.0
1.75928,4.69970486651,1.0
1.8991,4.72013836593,1.0
-1.19334,4.74057186535,1.0
0.878132,4.76100536477,1.0
-1.24246,4.78143886419,1.0
1.56641,4.80187236361,1.0
1.64175,4.82230586303,1.0
-0.852819,4.84273936245,1.0
-0.423396,4.86317286186,1.0
-0.416766,4.88360636128,1.0
2.87246,4.9040398607,1.0
-0.875722,4.92447336012,1.0
-1.29761,4.94490685954,1.0
1.36089,4.96534035896,1.0
1.89669,4.98577385838,1.0
0.449613,5.0062073578,1.0
-0.174481,5.02664085722,1.0
-0.528567,5.04707435664,1.0
0.379098,5.06750785606,1.0
0.599685,5.08794135548,1.0
0.831122,5.1083748549,1.0
-1.96209,5.12880835432,1.0
-1.07702,5.14924185374,1.0
0.665982,5.16967535316,1.0
1.65019,5.19010885258,1.0
2.0311,5.210542352,1.0
-0.995659,5.23097585142,1.0
1.17707,5.25140935084,1.0
1.06256,5.27184285026,1.0
-0.837149,5.29227634968,1.0
0.0988426,5.3127098491,1.0
-0.298035,5.33314334852,1.0
0.860654,5.35357684794,1.0
-0.0653928,5.37401034735,1.0
-0.868489,5.39444384677,1.0
0.0650915,5.41487734619,1.0
-0.417972,5.43531084561,1.0
-0.799781,5.45574434503,1.0
-0.347155,5.47617784445,1.0
0.24108,5.49661134387,1.0
1.06075,5.51704484329,1.0
0.691296,5.53747834271,1.0
-1.44919,5.55791184213,1.0
0.0024108,5.57834534155,1.0
0.907665,5.59877884097,1.0
0.279652,5.61921234039,1.0
0.723239,5.63964583981,1.0
1.19395,5.66007933923,1.0
-0.304664,5.68051283865,1.0
1.0264,5.70094633807,1.0
0.597275,5.72137983749,1.0
-0.664777,5.74181333691,1.0
0.849805,5.76224683633,1.0
0.115115,5.78268033575,1.0
0.266996,5.80311383517,1.0
-0.165441,5.82354733459,1.0
-1.11077,5.84398083401,1.0
0.0,5.86441433343,inf
0.584015,5.88484783284,1.0
0.51591,5.90528133226,1.0
0.777482,5.92571483168,1.0
-0.965222,5.9461483311,1.0
-0.756387,5.96658183052,1.0
0.644888,5.98701532994,1.0
-1.35426,6.00744882936,1.0
0.505062,6.02788232878,1.0
1.35668,6.0483158282,1.0
0.526759,6.06874932762,1.0
0.885365,6.08918282704,1.0
-0.166345,6.10961632646,1.0
-1.63181,6.13004982588,1.0
1.1602,6.1504833253,1.0
-2.02838,6.17091682472,1.0
-1.44105,6.19135032414,1.0
-0.536101,6.21178382356,1.0
0.993248,6.23221732298,1.0
-1.15839,6.2526508224,1.0
1.8991,6.27308432182,1.0
-0.496323,6.29351782124,1.0
-0.681954,6.31395132066,1.0
-0.700638,6.33438482008,1.0
-0.243792,6.3548183195,1.0
2.00156,6.37525181892,1.0
0.306774,6.39568531833,1.0
1.73818,6.41611881775,1.0
0.375481,6.43655231717,1.0
-0.514404,6.45698581659,1.0
-1.49138,6.47741931601,1.0
0.3797,6.49785281543,1.0
-0.513499,6.51828631485,1.0
-0.563523,6.53871981427,1.0
-1.5854,6.55915331369,1.0
1.19334,6.57958681311,1.0
0.212753,6.60002031253,1.0
-1.18973,6.62045381195,1.0
-1.22077,6.64088731137,1.0
0.444792,6.66132081079,1.0
-0.651518,6.68175431021,1.0
0.254942,6.70218780963,1.0
-0.855832,6.72262130905,1.0
0.369454,6.74305480847,1.0
1.47179,6.76348830789,1.0
-0.158208,6.78392180731,1.0
0.469502,6.80435530673,1.0
1.37777,6.82478880615,1.0
-1.66435,6.84522230557,1.0
1.13669,6.86565580499,1.0
1.73939,6.88608930441,1.0
-0.232642,6.90652280382,1.0
0.144045,6.92695630324,1.0
-1.18822,6.94738980266,1.0
0.758798,6.96782330208,1.0
-0.630423,6.9882568015,1.0
-0.214561,7.00869030092,1.0
1.17707,7.02912380034,1.0
2.31798,7.04955729976,1.0
0.632834,7.06999079918,1.0
0.222999,7.0904242986,1.0
1.10656,7.11085779802,1.0
1.42116,7.13129129744,1.0
0.807617,7.15172479686,1.0
1.53809,7.17215829628,1.0
1.68394,7.1925917957,1.0
1.50916,7.21302529512,1.0
0.267598,7.23345879454,1.0
1.57244,7.25389229396,1.0
-0.835642,7.27432579338,1.0
0.568948,7.2947592928,1.0
2.37283,7.31519279222,1.0
1.49108,7.33562629164,1.0
2.11186,7.35605979106,1.0
0.331484,7.37649329048,1.0
0.535799,7.3969267899,1.0
-0.0678036,7.41736028931,1.0
2.34631,7.43779378873,1.0
0.873311,7.45822728815,1.0
1.1379,7.47866078757,1.0
0.0536402,7.49909428699,1.0
2.29206,7.51952778641,1.0
0.16755,7.53996128583,1.0
2.23601,7.56039478525,1.0
3.44201,7.58082828467,1.0
1.05171,7.60126178409,1.0
2.16851,7.62169528351,1.0
-0.0904048,7.64212878293,1.0
4.34606,7.66256228235,1.0
3.14127,7.68299578177,1.0
0.252531,7.70342928119,1.0
2.2999,7.72386278061,1.0
2.50301,7.74429628003,1.0
0.668996,7.76472977945,1.0
1.90152,7.78516327887,1.0
0.904651,7.80559677829,1.0
1.18852,7.82603027771,1.0
1.71588,7.84646377713,1.0
1.37415,7.86689727655,1.0
3.25457,7.88733077597,1.0
2.40537,7.90776427539,1.0
1.06437,7.9281977748,1.0
1.16321,7.94863127422,1.0
0.0813644,7.96906477364,1.0
2.68563,7.98949827306,1.0
0.371263,8.00993177248,1.0
1.0059,8.0303652719,1.0
1.64778,8.05079877132,1.0
0.912486,8.07123227074,1.0
3.75723,8.09166577016,1.0
2.58015,8.11209926958,1.0
2.26615,8.132532769,1.0
3.58967,8.15296626842,1.0
3.80122,8.17339976784,1.0
2.41803,8.19383326726,1.0
1.91719,8.21426676668,1.0
2.8128,8.2347002661,1.0
2.42044,8.25513376552,1.0
1.84426,8.27556726494,1.0
3.0587,8.29600076436,1.0
2.10342,8.31643426378,1.0
2.24927,8.3368677632,1.0
3.37029,8.35730126262,1.0
3.17863,8.37773476204,1.0
2.76277,8.39816826146,1.0
2.83751,8.41860176088,1.0
1.55135,8.43903526029,1.0
1.65079,8.45946875971,1.0
0.596069,8.47990225913,1.0
1.831,8.50033575855,1.0
3.65657,8.52076925797,1.0
2.50482,8.54120275739,1.0
1.60981,8.56163625681,1.0
2.71516,8.58206975623,1.0
1.68937,8.60250325565,1.0
3.16839,8.62293675507,1.0
2.84715,8.64337025449,1.0
0.900432,8.66380375391,1.0
-6.17887,8.68423725333,1.0
-21.7092,8.70467075275,1.0
-26.7803,8.72510425217,1.0
-31.4555,8.74553775159,1.0
-33.1289,8.76597125101,1.0
-35.1346,8.78640475043,1.0
-36.5404,8.80683824985,1.0
-37.0494,8.82727174927,1.0
0.0,8.84770524869,inf
-39.2978,8.86813874811,1.0
-39.1573,8.88857224753,1.0
-37.7757,8.90900574695,1.0
-40.4634,8.92943924637,1.0
-39.8785,8.94987274578,1.0
-39.6721,8.9703062452,1.0
-40.1901,8.99073974462,1.0
-39.4201,9.01117324404,1.0
-37.4909,9.03160674346,1.0
-39.5169,9.05204024288,1.0
-39.6027,9.0724737423,1.0
-38.8527,9.09290724172,1.0
-27.3218,9.11334074114,1.0
-36.8162,9.13377424056,1.0
-34.1185,9.15420773998,1.0
-33.1942,9.1746412394,1.0
-30.53,9.19507473882,1.0
-26.2002,9.21550823824,1.0
-15.2347,9.23594173766,1.0
-2.16911,9.25637523708,1.0
1.50012,9.2768087365,1.0
2.44937,9.29724223592,1.0
0.955278,9.31767573534,1.0
1.44467,9.33810923476,1.0
3.09908,9.35854273418,1.0
0.564126,9.3789762336,1.0
0.689488,9.39940973302,1.0
0.988426,9.41984323244,1.0
1.89127,9.44027673186,1.0
1.46637,9.46071023127,1.0
2.56569,9.48114373069,1.0
1.50313,9.50157723011,1.0
1.75446,9.52201072953,1.0
1.52121,9.54244422895,1.0
0.77929,9.56287772837,1.0
2.90621,9.58331122779,1.0
1.65622,9.60374472721,1.0
0.817862,9.62417822663,1.0
2.75614,9.64461172605,1.0
1.0493,9.66504522547,1.0
-0.304664,9.68547872489,1.0
1.1397,9.70591222431,1.0
1.51398,9.72634572373,1.0
2.09317,9.74677922315,1.0
1.13187,9.76721272257,1.0
0.360414,9.78764622199,1.0
0.869092,9.80807972141,1.0
2.41923,9.82851322083,1.0
2.19021,9.84894672025,1.0
1.92321,9.86938021967,1.0
1.87922,9.88981371909,1.0
1.82979,9.91024721851,1.0
2.47348,9.93068071793,1.0
1.23493,9.95111421735,1.0
1.3404,9.97154771676,1.0
1.26265,9.99198121618,1.0
2.0763,10.0124147156,1.0
0.517718,10.032848215,1.0
1.21022,10.0532817144,1.0
0.517718,10.0737152139,1.0
2.08594,10.0941487133,1.0
1.05834,10.1145822127,1.0
0.722636,10.1350157121,1.0
1.68274,10.1554492115,1.0
0.987221,10.175882711,1.0
0.332087,10.1963162104,1.0
1.79062,10.2167497098,1.0
1.21142,10.2371832092,1.0
2.84956,10.2576167086,1.0
1.28435,10.2780502081,1.0
0.799179,10.2984837075,1.0
0.907665,10.3189172069,1.0
0.550867,10.3393507063,1.0
1.53327,10.3597842057,1.0
0.471913,10.3802177052,1.0
0.45564,10.4006512046,1.0
2.10704,10.421084704,1.0
0.460462,10.4415182034,1.0
0.0385727,10.4619517028,1.0
2.01543,10.4823852023,1.0
-0.0729266,10.5028187017,1.0
4.08931,10.5232522011,1.0
1.89368,10.5436857005,1.0
2.53254,10.5641191999,1.0
1.84486,10.5845526994,1.0
2.5012,10.6049861988,1.0
2.44214,10.6254196982,1.0
0.846189,10.6458531976,1.0
0.263379,10.666286697,1.0
0.610534,10.6867201965,1.0
0.917308,10.7071536959,1.0
0.758798,10.7275871953,1.0
1.27471,10.7480206947,1.0
0.717212,10.7684541941,1.0
0.928759,10.7888876935,1.0
3.13645,10.809321193,1.0
-0.0207931,10.8297546924,1.0
1.3838,10.8501881918,1.0
4.30568,10.8706216912,1.0
2.44033,10.8910551906,1.0
1.608,10.9114886901,1.0
2.87909,10.9319221895,1.0
1.23011,10.9523556889,1.0
2.80617,10.9727891883,1.0
-0.217574,10.9932226877,1.0
3.40344,11.0136561872,1.0
2.23842,11.0340896866,1.0
1.0047,11.054523186,1.0
2.01,11.0749566854,1.0
1.55978,11.0953901848,1.0
-0.995659,11.1158236843,1.0
0.480954,11.1362571837,1.0
-0.558099,11.1566906831,1.0
1.24698,11.1771241825,1.0
1.09691,11.1975576819,1.0
1.65441,11.2179911814,1.0
2.51024,11.2384246808,1.0
1.33136,11.2588581802,1.0
-0.152181,11.2792916796,1.0
0.345949,11.299725179,1.0
2.60125,11.3201586785,1.0
0.288693,11.3405921779,1.0
1.12283,11.3610256773,1.0
2.32461,11.3814591767,1.0
1.01856,11.4018926761,1.0
0.699733,11.4223261756,1.0
1.04689,11.442759675,1.0
1.35306,11.4631931744,1.0
-0.357702,11.4836266738,1.0
1.41152,11.5040601732,1.0
0.094021,11.5244936727,1.0
0.699131,11.5449271721,1.0
1.53387,11.5653606715,1.0
1.4748,11.5857941709,1.0
0.987221,11.6062276703,1.0
0.784714,11.6266611698,1.0
0.423697,11.6470946692,1.0
2.60185,11.6675281686,1.0
0.172975,11.687961668,1.0
0.474927,11.7083951674,1.0
1.55677,11.7288286669,1.0
1.89067,11.7492621663,1.0
1.40369,11.7696956657,1.0
1.42116,11.7901291651,1.0
1.21444,11.8105626645,1.0
0.0,11.8309961639,inf
0.141032,11.8514296634,1.0
0.652723,11.8718631628,1.0
2.14802,11.8922966622,1.0
3.00867,11.9127301616,1.0
0.247709,11.933163661,1.0
2.18478,11.9535971605,1.0
0.285679,11.9740306599,1.0
0.618369,11.9944641593,1.0
2.01301,12.0148976587,1.0
2.42767,12.0353311581,1.0
0.533389,12.0557646576,1.0
2.2788,12.076198157,1.0
0.50687,12.0966316564,1.0
2.00578,12.1170651558,1.0
1.65381,12.1374986552,1.0
1.95636,12.1579321547,1.0
2.49698,12.1783656541,1.0
1.36813,12.1987991535,1.0
0.41767,12.2192326529,1.0
4.1086,12.2396661523,1.0
0.573769,12.2600996518,1.0
1.42237,12.2805331512,1.0
2.38488,12.3009666506,1.0
1.03363,12.32140015,1.0
1.87198,12.3418336494,1.0
-0.474927,12.3622671489,1.0
1.40248,12.3827006483,1.0
0.050024,12.4031341477,1.0
0.266393,12.4235676471,1.0
2.48975,12.4440011465,1.0
0.125361,12.464434646,1.0
0.775071,12.4848681454,1.0
-1.206,12.5053016448,1.0
1.9202,12.5257351442,1.0
0.618369,12.5461686436,1.0
1.19817,12.5666021431,1.0
1.22649,12.5870356425,1.0
1.1602,12.6074691419,1.0
2.20286,12.6279026413,1.0
2.3005,12.6483361407,1.0
1.24759,12.6687696402,1.0
1.13548,12.6892031396,1.0
1.37295,12.709636639,1.0
0.626204,12.7300701384,1.0
1.01555,12.7505036378,1.0
1.26808,12.7709371373,1.0
-1.21052,12.7913706367,1.0
-0.4689,12.8118041361,1.0
1.8985,12.8322376355,1.0
1.55617,12.8526711349,1.0
0.0813644,12.8731046343,1.0
0.282666,12.8935381338,1.0
-0.12054,12.9139716332,1.0
1.22047,12.9344051326,1.0
0.558099,12.954838632,1.0
-0.410137,12.9752721314,1.0
1.70142,12.9957056309,1.0
0.620177,13.0161391303,1.0
-0.304966,13.0365726297,1.0
1.78339,13.0570061291,1.0
-0.242285,13.0774396285,1.0
0.219382,13.097873128,1.0
-0.217574,13.1183066274,1.0
-0.00210945,13.1387401268,1.0
-0.866982,13.1591736262,1.0
1.24035,13.1796071256,1.0
0.25675,13.2000406251,1.0
0.381508,13.2204741245,1.0
-1.10625,13.2409076239,1.0
1.46938,13.2613411233,1.0
-0.332991,13.2817746227,1.0
0.282063,13.3022081222,1.0
0.197685,13.3226416216,1.0
1.86053,13.343075121,1.0
-0.0449011,13.3635086204,1.0
0.723239,13.3839421198,1.0
0.838957,13.4043756193,1.0
0.382714,13.4248091187,1.0
2.09378,13.4452426181,1.0
-0.19437,13.4656761175,1.0
1.70925,13.4861096169,1.0
0.14284,13.5065431164,1.0
1.27109,13.5269766158,1.0
0.746744,13.5474101152,1.0
-0.488186,13.5678436146,1.0
-0.263078,13.588277114,1.0
1.65742,13.6087106135,1.0
2.04797,13.6291441129,1.0
1.98167,13.6495776123,1.0
0.322444,13.6700111117,1.0
1.81653,13.6904446111,1.0
0.749155,13.7108781106,1.0
2.42104,13.73131161,1.0
-0.59185,13.7517451094,1.0
1.35185,13.7721786088,1.0
-0.0364633,13.7926121082,1.0
-1.28827,13.8130456076,1.0
2.86041,13.8334791071,1.0
0.720225,13.8539126065,1.0
1.50976,13.8743461059,1.0
1.46215,13.8947796053,1.0
0.240477,13.9152131047,1.0
1.59113,13.9356466042,1.0
1.77796,13.9560801036,1.0
0.23445,13.976513603,1.0
-0.69461,13.9969471024,1.0
1.06617,14.0173806018,1.0
0.405616,14.0378141013,1.0
-0.661763,14.0582476007,1.0
-0.081063,14.0786811001,1.0
1.6309,14.0991145995,1.0
1.11318,14.1195480989,1.0
0.62078,14.1399815984,1.0
0.373071,14.1604150978,1.0
1.3615,14.1808485972,1.0
-0.220588,14.2012820966,1.0
0.612945,14.221715596,1.0
-0.397179,14.2421490955,1.0
1.10414,14.2625825949,1.0
-0.0587631,14.2830160943,1.0
1.14392,14.3034495937,1.0
-0.800384,14.3238830931,1.0
0.348963,14.3443165926,1.0
0.603302,14.364750092,1.0
-1.17707,14.3851835914,1.0
0.77929,14.4056170908,1.0
0.318828,14.4260505902,1.0
1.08787,14.4464840897,1.0
-0.58944,14.4669175891,1.0
0.320033,14.4873510885,1.0
-0.412246,14.5077845879,1.0
1.15899,14.5282180873,1.0
1.64235,14.5486515868,1.0
0.458654,14.5690850862,1.0
-0.637957,14.5895185856,1.0
-0.659654,14.609952085,1.0
-1.10475,14.6303855844,1.0
-1.36843,14.6508190839,1.0
-1.93587,14.6712525833,1.0
0.423697,14.6916860827,1.0
0.70335,14.7121195821,1.0
1.62849,14.7325530815,1.0
0.143442,14.752986581,1.0
-0.527663,14.7734200804,1.0
-1.40278,14.7938535798,1.0
0.0,14.8142870792,inf
0.188645,14.8347205786,1.0
1.45612,14.855154078,1.0
0.224807,14.8755875775,1.0
-0.154291,14.8960210769,1.0
-0.209438,14.9164545763,1.0
-0.510787,14.9368880757,1.0
-0.912486,14.9573215751,1.0
0.99144,14.9777550746,1.0
0.716609,14.998188574,1.0
1.16803,15.0186220734,1.0
0.527362,15.0390555728,1.0
1.48806,15.0594890722,1.0
1.99192,15.0799225717,1.0
0.822684,15.1003560711,1.0
-0.538813,15.1207895705,1.0
0.30376,15.1412230699,1.0
0.562318,15.1616565693,1.0
-1.15447,15.1820900688,1.0
-0.330279,15.2025235682,1.0
0.338717,15.2229570676,1.0
1.10656,15.243390567,1.0
-1.21142,15.2638240664,1.0
1.19696,15.2842575659,1.0
0.0313403,15.3046910653,1.0
0.769044,15.3251245647,1.0
-1.99825,15.3455580641,1.0
-12.9002,15.3659915635,1.0
-17.6094,15.386425063,1.0
-17.9291,15.4068585624,1.0
-19.8077,15.4272920618,1.0
-17.9927,15.4477255612,1.0
-19.1384,15.4681590606,1.0
-18.3666,15.4885925601,1.0
-19.4512,15.5090260595,1.0
-18.7463,15.5294595589,1.0
-22.3957,15.5498930583,1.0
-20.4417,15.5703265577,1.0
-20.3944,15.5907600572,1.0
-20.8675,15.6111935566,1.0
-20.9347,15.631627056,1.0
-19.4967,15.6520605554,1.0
-19.0748,15.6724940548,1.0
-21.1454,15.6929275543,1.0
-20.4695,15.7133610537,1.0
-20.0024,15.7337945531,1.0
-18.0002,15.7542280525,1.0
-16.809,15.7746615519,1.0
-15.3896,15.7950950514,1.0
-10.2203,15.8155285508,1.0
-0.816958,15.8359620502,1.0
1.41574,15.8563955496,1.0
0.711185,15.876829049,1.0
-0.809425,15.8972625484,1.0
0.426711,15.9176960479,1.0
1.81412,15.9381295473,1.0
2.84474,15.9585630467,1.0
1.45431,15.9789965461,1.0
-0.842272,15.9994300455,1.0
0.3574,16.019863545,1.0
2.48854,16.0402970444,1.0
1.56943,16.0607305438,1.0
-0.686474,16.0811640432,1.0
1.53748,16.1015975426,1.0
-0.149168,16.1220310421,1.0
1.09691,16.1424645415,1.0
1.34221,16.1628980409,1.0
-0.646997,16.1833315403,1.0
0.510486,16.2037650397,1.0
-1.60047,16.2241985392,1.0
1.82075,16.2446320386,1.0
0.873311,16.265065538,1.0
0.957086,16.2854990374,1.0
0.957689,16.3059325368,1.0
-0.182015,16.3263660363,1.0
-0.243792,16.3467995357,1.0
1.17285,16.3672330351,1.0
0.0,16.3876665345,inf
0.391754,16.4081000339,1.0
0.124156,16.4285335334,1.0
-0.665078,16.4489670328,1.0
0.165139,16.4694005322,1.0
0.0928156,16.4898340316,1.0
-0.97366,16.510267531,1.0
1.84727,16.5307010305,1.0
-1.26507,16.5511345299,1.0
2.13898,16.5715680293,1.0
1.06196,16.5920015287,1.0
0.735895,16.6124350281,1.0
1.20178,16.6328685276,1.0
-0.307979,16.653302027,1.0
-0.106678,16.6737355264,1.0
-1.23975,16.6941690258,1.0
-1.15839,16.7146025252,1.0
-1.6981,16.7350360247,1.0
-0.622287,16.7554695241,1.0
-1.44226,16.7759030235,1.0
-2.01573,16.7963365229,1.0
-0.101555,16.8167700223,1.0
-1.51338,16.8372035218,1.0
0.176591,16.8576370212,1.0
1.03845,16.8780705206,1.0
-0.270612,16.89850402,1.0
-0.0985413,16.9189375194,1.0
-0.943525,16.9393710188,1.0
-1.36421,16.9598045183,1.0
0.367044,16.9802380177,1.0
0.62741,17.0006715171,1.0
0.295925,17.0211050165,1.0
2.43551,17.0415385159,1.0
-0.247408,17.0619720154,1.0
0.447805,17.0824055148,1.0
2.72902,17.1028390142,1.0
-0.402302,17.1232725136,1.0
-1.63181,17.143706013,1.0
0.568345,17.1641395125,1.0
-0.770551,17.1845730119,1.0
-0.4689,17.2050065113,1.0
-0.339018,17.2254400107,1.0
-0.438162,17.2458735101,1.0
-0.317622,17.2663070096,1.0
0.790741,17.286740509,1.0
0.517718,17.3071740084,1.0
-0.0515308,17.3276075078,1.0
-1.68183,17.3480410072,1.0
-0.307075,17.3684745067,1.0
2.87668,17.3889080061,1.0
-0.00813644,17.4093415055,1.0
